Run 1 : 

Red Wine Individual Average Error
for Euclidean : 0,495297805642633
for Manhattan : 0,495297805642633
for Minkowski : 0,70846394984326
Red Wine Individual Average Euclidean Error : 0,495297805642633, Correct Count : 303(94%), False Count : 16(5%)
Red Wine Nearest Cluster Average Euclidean Error : 0,699059561128527, Correct Count : 284(89%), False Count : 35(10%)
Red Wine Nearest Cluster Average Manhattan Error : 0,658307210031348, Correct Count : 285(89%), False Count : 34(10%)
Red Wine Nearest Cluster Average Minkowski Error : 0,699059561128527, Correct Count : 284(89%), False Count : 35(10%)
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 4
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 8
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 4
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 5, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 8
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 4
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 7
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 5
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 5, Manhattan : 6, Minkowski : 5, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 4
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5
Euclidean : 6, Manhattan : 5, Minkowski : 6, Original : 5

White Wine Individual Average Error
for Euclidean : 0,507660878447395
for Manhattan : 0,496424923391216
for Minkowski : 0,606741573033708
White Wine Individual Average Euclidean Error : 0,507660878447395, Correct Count : 932(95%), False Count : 47(4%)
White Wine Individual Average Manhattan Error : 0,496424923391216, Correct Count : 934(95%), False Count : 45(4%)
White Wine Individual Average Minkowski Error : 0,606741573033708, Correct Count : 907(92%), False Count : 72(7%)
White Wine Individual scores
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 6
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 7
Euclidean : 8, Manhattan : 7, Minkowski : 6, Original : 7
Euclidean : 6, Manhattan : 6, Minkowski : 6, Original : 5
Euclidean : 7, Manhattan : 7, Minkowski : 6, Original : 7
